Taxon,Parameter,Value,Abundance,Date,Location
Callitriche brutia,HCO3,41,3,20/10/2011,SN_OBF39600
Callitriche brutia,HCO3,27,3,31/08/2010,SN_OBF36912
Callitriche brutia,HCO3,57,3,20/10/2011,SN_OBF39600
Callitriche brutia,TP,0.14,2,17/08/2011,SN_OBF23200
Callitriche brutia,pH,7.5,2,17/08/2011,SN_OBF23200
Callitriche brutia,pH,7.3,3,31/08/2010,SN_OBF36912
Callitriche brutia,pH,7.2,1,01/09/2010,SN_OBF37500
Callitriche brutia,TP,0.073,2,07/08/2012,NI_59522244
Callitriche brutia,TP,0.14,4,02/09/2012,SN_OBF42202
Callitriche brutia,pH,6.9,3,27/08/2012,SN_OBF28803
Callitriche brutia,TP,0.24,3,10/09/2012,SN_OBF22150
Callitriche brutia,TN,3.6,3,07/08/2011,SN_OBF49994
Callitriche brutia,pH,7.2,1,04/10/2011,SN_OBF36600
Callitriche brutia,TN,5,3,15/08/2011,SN_OBF22701
Callitriche brutia,HCO3,97,2,27/09/2012,SN_OBF15800
Callitriche brutia,TP,0.11,3,10/09/2012,ST_415382
Callitriche brutia,HCO3,80,1,01/10/2012,SN_OBF15900
Callitriche brutia,TP,0.15,4,15/08/2012,SN_OBF28750
Callitriche brutia,pH,7.2,3,31/07/2012,NW_801926
Callitriche brutia,pH,8.6,1,27/08/2013,TH_TH_2094
Callitriche brutia,pH,7.27,3,10/09/2012,TH_TH_2489
Callitriche brutia,pH,7.49,3,10/09/2012,TH_TH_2489
Callitriche brutia,HCO3,67,4,22/08/2012,SN_OBF23111
Callitriche brutia,HCO3,23,2,21/09/2010,SN_OBF31301
Callitriche brutia,TN,2.7,3,23/08/2010,TH_TH_2465
Callitriche brutia,TN,1.4,2,19/08/2010,TH_TH_2077
Callitriche brutia,TP,0.18,1,01/10/2012,SN_OBF15900
Callitriche brutia,TP,0.19,4,23/08/2010,TH_TH_2466
Callitriche brutia,TP,0.1,3,10/09/2012,ST_415382
Callitriche brutia,pH,7.5,3,01/08/2012,NW_801914
Callitriche brutia,TP,0.04,2,27/09/2012,SN_OBF16043
Callitriche brutia,TP,0.21,3,15/10/2011,SN_OBF44100
Callitriche brutia,TP,0.19,2,17/08/2011,SN_OBF23200
Callitriche brutia,pH,7.5,3,31/08/2010,SN_OBF36912
Callitriche brutia,TP,0.09,3,31/08/2010,SN_OBF36912
Callitriche brutia,pH,7.1,1,01/09/2010,SN_OBF37500
Callitriche brutia,TP,0.182,2,27/08/2013,TH_TH_2381
Callitriche brutia,TN,4.7,2,21/09/2010,SN_OBF31301
Callitriche brutia,TP,0.06218,3,10/09/2012,TH_TH_2490
Callitriche brutia,pH,7.4,3,26/07/2010,SN_OBF30700
Callitriche brutia,pH,7.2,1,23/08/2011,SN_OBF03800
Callitriche brutia,TN,3.4,3,07/08/2011,SN_OBF49994
Callitriche brutia,TP,0.05,2,06/09/2010,SN_OBF36911
Callitriche brutia,pH,7.86,2,27/08/2013,TH_TH_2381
Callitriche brutia,TN,8.1,2,31/07/2011,SN_OBF28000
Callitriche brutia,HCO3,111,2,23/08/2010,TH_TH_2468
Callitriche brutia,TP,0.07,1,01/09/2010,NW_284403
Callitriche brutia,TP,0.08,1,01/09/2010,NW_284403
Callitriche brutia,TN,5.1,1,26/08/2012,SN_OBF17000
Callitriche brutia,HCO3,144,1,08/09/2010,TH_TH_2379
Callitriche brutia,TP,0.1,3,27/08/2012,SN_OBF28350
Callitriche brutia,TN,6.42,2,09/07/2012,NW_320055
Callitriche brutia,pH,7.98,4,05/09/2010,TH_TH_2384
Callitriche brutia,TN,3.4,2,27/08/2013,TH_TH_2381
Callitriche brutia,TP,0.08,2,11/09/2011,NW_806572
Callitriche brutia,TN,4.1,4,05/09/2010,TH_TH_2384
Callitriche brutia,pH,7.8,3,10/09/2012,ST_415382
Callitriche brutia,TN,3.6,1,08/09/2010,TH_TH_2379
Callitriche brutia,HCO3,24,3,31/08/2010,SN_OBF36912
Callitriche brutia,TP,0.17,3,26/07/2010,SN_OBF30620
Callitriche brutia,HCO3,32,1,04/10/2011,SN_OBF36600
Callitriche brutia,TP,0.07,3,31/08/2010,SN_OBF36912
Callitriche brutia,HCO3,15,1,03/08/2011,SN_OBF46900
Callitriche brutia,pH,7.4,2,17/08/2011,SN_OBF23200
Callitriche brutia,pH,7,1,01/09/2010,SN_OBF37500
Callitriche brutia,pH,7.5,2,19/08/2010,NW_304530
Callitriche brutia,TP,0.06621,3,10/09/2012,TH_TH_2490
Callitriche brutia,pH,7.7,1,05/10/2010,NW_284701
Callitriche brutia,TP,0.36,3,20/10/2011,SN_OBF39600
Callitriche brutia,TP,0.16,3,20/10/2011,SN_OBF39600
Callitriche brutia,TN,3.7,2,27/08/2013,TH_TH_2381
Callitriche brutia,pH,7.1,2,09/07/2012,NW_320055
Callitriche brutia,TN,1.1,2,06/09/2010,SN_OBF31200
Callitriche brutia,pH,7.6,2,19/08/2010,NW_304530
Callitriche brutia,TN,1.7,1,03/08/2011,SN_OBF47000
Callitriche brutia,pH,7.4,4,15/08/2012,SN_OBF28750
Callitriche brutia,pH,6.9,1,01/09/2010,NW_284403
Callitriche brutia,HCO3,121,3,23/08/2010,TH_TH_2465
Callitriche brutia,pH,7.53,3,10/09/2012,TH_TH_2489
Callitriche brutia,TP,0.18,2,20/07/2011,SN_OBF02831
Callitriche brutia,TP,0.31,2,20/07/2011,SN_OBF02831
Callitriche brutia,TN,3.1,2,27/08/2013,TH_TH_2381
Callitriche brutia,TP,0.23,1,01/10/2012,SN_OBF15900
Callitriche brutia,TP,0.39,1,01/10/2012,SN_OBF15900
Callitriche brutia,pH,7.3,3,10/09/2012,ST_415382
Callitriche brutia,TN,4.7,2,19/09/2012,SN_OBF24805
Callitriche brutia,TP,0.17,3,16/08/2011,SN_OBF23500
Callitriche brutia,TP,0.27,3,16/08/2011,SN_OBF23500
Callitriche brutia,TP,0.25,2,31/08/2010,SN_OBF37000
Callitriche brutia,TN,5.3,1,01/09/2010,SN_OBF37600
Callitriche brutia,TN,6.2,3,15/10/2011,SN_OBF44100
Callitriche brutia,TP,0.051,1,17/10/2011,SN_OBF46300
Callitriche brutia,pH,7.5,2,01/08/2012,NW_801914
Callitriche brutia,TN,1.2,3,19/08/2010,TH_TH_2058
Callitriche brutia,pH,7.6,3,10/09/2012,ST_415382
Callitriche brutia,TP,0.064,3,27/08/2012,SN_OBF28803
Callitriche brutia,pH,7.07,1,05/10/2010,NW_284701
Callitriche brutia,TP,0.15,1,16/10/2011,SN_OBF46100
Callitriche brutia,TP,0.095,3,20/10/2011,SN_OBF39600
Callitriche brutia,pH,7.2,2,26/09/2012,SN_OBF44902
Callitriche brutia,TP,0.179,2,27/08/2013,TH_TH_2381
Callitriche brutia,HCO3,79.3,2,23/08/2010,TH_TH_2468
Callitriche brutia,pH,8.76,2,27/08/2013,TH_TH_2381
Callitriche brutia,pH,8.5,1,27/08/2013,TH_TH_2094
Callitriche brutia,pH,7.59,3,10/09/2012,TH_TH_2489
Callitriche brutia,TN,13.9,3,26/06/2011,NW_318474
Callitriche brutia,HCO3,67,2,23/09/2012,SN_OBF24380
Callitriche brutia,HCO3,23.2,3,19/08/2010,TH_TH_2058
Callitriche brutia,TP,0.575,1,18/08/2009,BY_7916
Callitriche brutia,pH,7.4,3,16/08/2011,SN_OBF23500
Callitriche brutia,pH,7.5,3,26/07/2010,SN_OBF30620
Callitriche brutia,HCO3,73,2,16/09/2012,SN_OBF22713
Callitriche brutia,pH,7.2,3,07/08/2012,SN_OBF30950
Callitriche brutia,HCO3,37,2,12/08/2012,SN_OBF06511
Callitriche brutia,TP,0.32,3,26/07/2010,SN_OBF30700
Callitriche brutia,TN,3.2,1,23/08/2011,SN_OBF03800
Callitriche brutia,HCO3,28,2,06/09/2010,SN_OBF31200
Callitriche brutia,HCO3,84,2,19/10/2011,SN_OBF43400
Callitriche brutia,TN,8.9,2,19/10/2011,SN_OBF43400
Callitriche brutia,pH,7.9,1,16/10/2011,SN_OBF46100
Callitriche brutia,TP,0.26,3,04/09/2010,TH_TH_2385
Callitriche brutia,pH,7.77,3,04/09/2010,TH_TH_2385
Callitriche brutia,HCO3,160,4,05/09/2010,TH_TH_2384
Callitriche brutia,pH,7.1,3,20/10/2011,SN_OBF39600
Callitriche brutia,pH,7.3,3,20/10/2011,SN_OBF39600
Callitriche brutia,pH,7.7,1,04/10/2011,SN_OBF36200
Callitriche brutia,HCO3,54.9,2,23/08/2010,TH_TH_2468
Callitriche brutia,pH,7.3,4,15/08/2012,SN_OBF28750
Callitriche brutia,TP,0.1439,1,27/08/2013,TH_TH_2094
Callitriche brutia,TP,0.1057,1,27/08/2013,TH_TH_2094
Callitriche brutia,pH,7.7,1,01/09/2010,NW_284403
Callitriche brutia,TN,5,2,10/09/2012,SN_OBF22200
Callitriche brutia,HCO3,139,1,08/09/2010,TH_TH_2379
Callitriche brutia,pH,7.2,2,20/07/2011,SN_OBF02831
Callitriche brutia,TN,4.5,3,15/10/2011,SN_OBF44100
Callitriche brutia,HCO3,53,4,21/08/2012,SN_OBF21410
Callitriche brutia,TN,14,1,17/10/2011,SN_OBF46300
Callitriche brutia,TN,6.1,2,19/09/2012,SN_OBF24805
Callitriche brutia,HCO3,61,3,07/08/2012,SN_OBF30625
Callitriche brutia,HCO3,110,4,26/09/2012,SN_OBF16050
Callitriche brutia,HCO3,51,1,26/07/2011,SN_OBF28902
Callitriche brutia,TP,0.12,1,01/09/2010,SN_OBF37600
Callitriche brutia,pH,8.7,4,16/08/2012,NW_607101
Callitriche brutia,TN,1.7,3,07/08/2012,SN_OBF30950
Callitriche brutia,HCO3,47,4,23/08/2010,TH_TH_2466
Callitriche brutia,TP,0.077,3,07/08/2012,SN_OBF30950
Callitriche brutia,HCO3,20,2,06/09/2010,SN_OBF31200
Callitriche brutia,pH,7,3,26/07/2010,SN_OBF30700
Callitriche brutia,TN,8,2,31/07/2011,SN_OBF28000
Callitriche brutia,TP,0.13,3,10/09/2012,SN_OBF22150
Callitriche brutia,TP,0.14,3,10/09/2012,SN_OBF22150
Callitriche brutia,pH,7.1,1,03/08/2011,SN_OBF46900
Callitriche brutia,TP,0.058,1,03/08/2011,SN_OBF46900
Callitriche brutia,TP,0.04,1,03/08/2011,SN_OBF46900
Callitriche brutia,TN,6.9,1,16/10/2011,SN_OBF46100
Callitriche brutia,pH,7.4,2,26/09/2012,SN_OBF44902
Callitriche brutia,pH,7.6,1,04/10/2011,SN_OBF36200
Callitriche brutia,TP,0.34,2,26/09/2012,SN_OBF44902
Callitriche brutia,HCO3,93,2,27/09/2012,SN_OBF15800
Callitriche brutia,HCO3,95,2,27/09/2012,SN_OBF15800
Callitriche brutia,TN,3.8,4,05/09/2010,TH_TH_2384
Callitriche brutia,HCO3,170.8,3,10/09/2012,ST_415382
Callitriche brutia,TN,4.2,1,26/08/2012,SN_OBF16700
Callitriche brutia,HCO3,20.1,2,19/08/2010,TH_TH_2077
Callitriche brutia,pH,7.2,2,10/09/2012,SN_OBF22200
Callitriche brutia,HCO3,55,1,17/10/2011,SN_OBF46300
Callitriche brutia,TN,1.7,3,19/08/2010,TH_TH_2058
Callitriche brutia,HCO3,130,4,27/08/2012,SN_OBF25700
Callitriche brutia,pH,7.4,1,01/10/2012,SN_OBF15900
Callitriche brutia,pH,7.5,1,01/10/2012,SN_OBF15900
Callitriche brutia,HCO3,74,4,26/09/2012,SN_OBF16050
Callitriche brutia,TP,0.23,3,26/07/2010,SN_OBF30620
Callitriche brutia,HCO3,43,1,26/07/2011,SN_OBF28902
Callitriche brutia,TP,0.14,1,09/10/2012,SN_OBF13500
Callitriche brutia,TN,5.5,4,05/09/2012,SN_OBF20401
Callitriche brutia,HCO3,27,1,04/10/2011,SN_OBF36600
Callitriche brutia,HCO3,30,1,04/10/2011,SN_OBF36600
Callitriche brutia,TP,0.092,3,27/07/2011,SN_OBF30800
Callitriche brutia,HCO3,25,1,04/10/2011,SN_OBF36600
Callitriche brutia,HCO3,75.7,4,23/08/2010,TH_TH_2466
Callitriche brutia,HCO3,42,1,23/08/2011,SN_OBF03800
Callitriche brutia,HCO3,87,2,19/10/2011,SN_OBF43400
Callitriche brutia,TN,8.3,2,19/10/2011,SN_OBF43400
Callitriche brutia,TP,0.086,1,03/08/2011,SN_OBF46900
Callitriche brutia,TP,0.005,1,05/10/2010,NW_284701
Callitriche brutia,TP,0.03,1,05/10/2010,NW_284701
Callitriche brutia,pH,7.4,3,20/10/2011,SN_OBF39600
Callitriche brutia,HCO3,61,4,15/08/2012,SN_OBF28750
Callitriche brutia,TN,2.2,1,23/08/2011,SN_OBF41201
Callitriche brutia,HCO3,27,3,15/08/2011,SN_OBF22701
Callitriche brutia,TP,0.156,2,27/08/2013,TH_TH_2381
Callitriche brutia,TN,5,1,26/08/2012,SN_OBF16700
Callitriche brutia,TN,5.7,1,26/08/2012,SN_OBF16700
Callitriche brutia,pH,7.89,1,01/09/2010,NW_284403
Callitriche brutia,pH,7.67,5,22/08/2010,TH_TH_2463
Callitriche brutia,HCO3,15.3,2,19/08/2010,TH_TH_2077
Callitriche brutia,TN,0.7,3,10/09/2012,ST_415382
Callitriche brutia,HCO3,52,4,22/08/2012,SN_OBF23111
Callitriche brutia,TN,12,1,01/10/2012,SN_OBF15900
Callitriche brutia,HCO3,59,1,17/10/2011,SN_OBF46300
Callitriche brutia,HCO3,47,4,02/09/2012,SN_OBF42202
Callitriche brutia,HCO3,43,3,15/10/2011,SN_OBF44100
Callitriche brutia,TN,5.8,4,02/09/2012,SN_OBF42202
Callitriche brutia,TP,0.07298,2,10/09/2012,TH_TH_2499
Callitriche brutia,TN,6.5,4,26/09/2012,SN_OBF16050
Callitriche brutia,TN,5.1,4,05/09/2012,SN_OBF20401
Callitriche brutia,TN,7.7,3,26/07/2010,SN_OBF30700
Callitriche brutia,HCO3,59.8,4,23/08/2010,TH_TH_2466
Callitriche brutia,TP,0.14,3,26/07/2010,SN_OBF30700
Callitriche brutia,TP,0.17,3,27/08/2012,SN_OBF28803
Callitriche brutia,pH,7.4,2,09/08/2011,SN_OBF55000
Callitriche brutia,TP,0.044,1,03/08/2011,SN_OBF46900
Callitriche brutia,TN,6.6,1,16/10/2011,SN_OBF46100
Callitriche brutia,TN,1.4,1,04/10/2011,SN_OBF36600
Callitriche brutia,HCO3,32,1,23/08/2011,SN_OBF41201
Callitriche brutia,pH,7.9,1,01/09/2010,NW_284403
Callitriche brutia,HCO3,176.9,3,10/09/2012,ST_415382
Callitriche brutia,HCO3,100,2,10/09/2012,SN_OBF22200
Callitriche brutia,HCO3,24.4,2,19/08/2010,TH_TH_2077
Callitriche brutia,TN,4,1,19/09/2011,NW_612704
Callitriche brutia,TP,0.09,3,10/09/2012,ST_415382
Callitriche brutia,TP,0.18,3,26/07/2010,SN_OBF30620
Callitriche brutia,pH,7.4,3,26/07/2010,SN_OBF30620
Callitriche brutia,TP,0.1,3,27/07/2011,SN_OBF30800
Callitriche brutia,HCO3,41,2,12/08/2012,SN_OBF06511
Callitriche brutia,TN,3.6,3,20/10/2011,SN_OBF39600
Callitriche brutia,HCO3,64.1,5,22/08/2010,TH_TH_2463
Callitriche brutia,TN,2.7,4,23/08/2010,TH_TH_2466
Callitriche brutia,pH,7.2,1,03/08/2011,SN_OBF46900
Callitriche brutia,HCO3,21,2,13/09/2011,SN_OBF32601
Callitriche brutia,pH,7.9,3,04/09/2010,TH_TH_2385
Callitriche brutia,pH,7.5,1,04/10/2011,SN_OBF36200
Callitriche brutia,HCO3,37,1,01/09/2010,SN_OBF37600
Callitriche brutia,HCO3,58,2,27/09/2012,SN_OBF15800
Callitriche brutia,TN,1.14,1,02/08/2010,NW_462469
Callitriche brutia,pH,7.6,2,09/07/2012,NW_603508
Callitriche brutia,HCO3,189.2,3,10/09/2012,ST_415382
Callitriche brutia,HCO3,178,1,08/09/2010,TH_TH_2379
Callitriche brutia,pH,7.26,2,10/09/2012,TH_TH_2499
Callitriche brutia,TP,0.22,1,09/10/2012,SN_OBF13500
Callitriche brutia,TP,0.047,1,17/10/2011,SN_OBF46300
Callitriche brutia,HCO3,70,3,20/10/2011,SN_OBF39600
Callitriche brutia,TN,2.6,2,27/08/2012,NI_48942270
Callitriche brutia,TP,0.117,3,19/08/2010,TH_TH_2058
Callitriche brutia,pH,7.3,3,07/08/2012,SN_OBF30950
Callitriche brutia,HCO3,34,1,23/08/2011,SN_OBF41201
Callitriche brutia,HCO3,32,4,02/09/2012,SN_OBF42202
Callitriche brutia,HCO3,30,1,23/08/2011,SN_OBF03800
Callitriche brutia,TN,3.1,4,23/08/2010,TH_TH_2466
Callitriche brutia,pH,7.5,3,26/07/2010,SN_OBF30700
Callitriche brutia,pH,7.42,3,10/09/2012,TH_TH_2490
Callitriche brutia,pH,8.2,2,02/07/2012,NW_686256
Callitriche brutia,TP,0.22,3,04/09/2010,TH_TH_2385
Callitriche brutia,TP,0.19,3,04/09/2010,TH_TH_2385
Callitriche brutia,TP,0.22,1,04/10/2011,SN_OBF36200
Callitriche brutia,TP,0.079,1,23/08/2011,SN_OBF41201
Callitriche brutia,TP,0.13,3,07/08/2012,SN_OBF30950
Callitriche brutia,TN,2.7,3,20/10/2011,SN_OBF39600
Callitriche brutia,HCO3,29,3,15/08/2011,SN_OBF22701
Callitriche brutia,pH,8.1,2,11/09/2011,NW_806572
Callitriche brutia,TN,2.7,2,04/09/2012,SN_OBF40670
Callitriche brutia,TN,4.1,1,26/08/2012,SN_OBF16700
Callitriche brutia,TP,0.11,3,27/08/2012,SN_OBF28350
Callitriche brutia,HCO3,204,1,08/09/2010,TH_TH_2379
Callitriche brutia,HCO3,22,2,19/08/2010,TH_TH_2077
Callitriche brutia,HCO3,26,2,21/09/2010,SN_OBF31301
Callitriche brutia,HCO3,51.9,4,23/08/2010,TH_TH_2466
Callitriche brutia,pH,7.7,2,09/07/2012,NW_320055
Callitriche brutia,HCO3,15,2,19/09/2012,SN_OBF24805
Callitriche brutia,TN,7.85,3,22/06/2012,NW_669003
Callitriche brutia,HCO3,27,2,19/09/2012,SN_OBF24805
Callitriche brutia,pH,7.3,1,01/10/2012,SN_OBF15900
Callitriche brutia,HCO3,10,2,01/09/2010,SN_OBF37001
Callitriche brutia,HCO3,23,2,13/09/2011,SN_OBF32601
Callitriche brutia,TP,0.1138,2,10/09/2012,TH_TH_2499
Callitriche brutia,pH,7.36,2,10/09/2012,TH_TH_2499
Callitriche brutia,pH,7.4,3,07/08/2012,SN_OBF30625
Callitriche brutia,TP,0.097,3,07/08/2012,SN_OBF30625
Callitriche brutia,pH,6.9,3,26/06/2011,NW_318474
Callitriche brutia,TN,9.5,5,28/08/2012,SN_OBF26351
Callitriche brutia,TN,4.1,1,19/09/2011,NW_612704
Callitriche brutia,pH,7.6,4,05/09/2012,SN_OBF20401
Callitriche brutia,TN,3.4,5,22/08/2010,TH_TH_2463
Callitriche brutia,TP,0.21,2,09/08/2011,SN_OBF55000
Callitriche brutia,pH,7.62,3,10/09/2012,TH_TH_2490
Callitriche brutia,TN,2.3,1,03/08/2011,SN_OBF47000
Callitriche brutia,pH,7.4,2,16/08/2011,SN_OBF22711
Callitriche brutia,pH,7.3,2,16/08/2011,SN_OBF22711
Callitriche brutia,TP,0.23,1,04/10/2011,SN_OBF36200
Callitriche brutia,TN,2.9,3,10/09/2012,TH_TH_2489
Callitriche brutia,TP,0.15,1,23/08/2011,SN_OBF41201
Callitriche brutia,TP,0.12,3,26/06/2011,NW_318474
Callitriche brutia,pH,7.91,3,19/08/2010,TH_TH_2058
Callitriche brutia,TP,0.139,2,27/08/2013,TH_TH_2381
Callitriche brutia,pH,7.32,3,10/09/2012,TH_TH_2490
Callitriche brutia,pH,8.1,2,02/07/2012,NW_686256
Callitriche brutia,HCO3,82,2,10/09/2012,SN_OBF22200
Callitriche brutia,TP,0.24,4,05/09/2010,TH_TH_2384
Callitriche brutia,pH,7.2,3,26/06/2011,NW_318474
Callitriche brutia,HCO3,54,1,17/10/2011,SN_OBF46300
Callitriche brutia,TP,0.103,3,19/08/2010,TH_TH_2058
Callitriche brutia,TP,0.089,4,05/09/2012,SN_OBF20401
Callitriche brutia,pH,6.8,2,09/07/2012,NW_320055
Callitriche brutia,pH,7.6,3,26/07/2010,SN_OBF30620
Callitriche brutia,TP,0.043,1,17/10/2011,SN_OBF46300
Callitriche brutia,pH,7.33,3,19/08/2010,TH_TH_2058
Callitriche brutia,TP,0.06,3,19/08/2010,TH_TH_2058
Callitriche brutia,TP,0.077,3,07/08/2012,SN_OBF30625
Callitriche brutia,TP,0.6,4,26/09/2012,SN_OBF16050
Callitriche brutia,TP,0.13,3,27/07/2011,SN_OBF30800
Callitriche brutia,HCO3,28,2,21/09/2010,SN_OBF31301
Callitriche brutia,TN,1.8,1,23/08/2011,SN_OBF41201
Callitriche brutia,TN,2.6,1,23/08/2011,SN_OBF03800
Callitriche brutia,pH,7.7,2,06/09/2010,SN_OBF31200
Callitriche brutia,pH,7.1,2,09/08/2011,SN_OBF55000
Callitriche brutia,pH,7.8,1,18/08/2009,BY_7916
Callitriche brutia,pH,7.3,1,03/08/2011,SN_OBF46900
Callitriche brutia,TP,0.28,3,04/09/2010,TH_TH_2385
Callitriche brutia,HCO3,47,3,07/08/2011,SN_OBF49994
Callitriche brutia,TN,3.2,3,10/09/2012,TH_TH_2489
Callitriche brutia,TP,0.18,1,04/10/2011,SN_OBF36200
Callitriche brutia,TN,11,3,26/07/2010,SN_OBF30700
Callitriche brutia,TP,0.357,1,18/08/2009,BY_7916
Callitriche brutia,pH,7.96,3,04/09/2010,TH_TH_2385
Callitriche brutia,TN,7.9,2,27/09/2012,SN_OBF15800
Callitriche brutia,TN,12,2,27/09/2012,SN_OBF15800
Callitriche brutia,TN,10,2,27/09/2012,SN_OBF15800
Callitriche brutia,pH,7.1,3,27/08/2012,SN_OBF28350
Callitriche brutia,pH,7.7,4,26/09/2012,SN_OBF16050
Callitriche brutia,pH,7.4,4,05/09/2012,SN_OBF20401
Callitriche brutia,TN,4.6,1,10/08/2011,SN_OBF48702
Callitriche brutia,TN,13,1,17/10/2011,SN_OBF46300
Callitriche brutia,TP,0.2,2,09/08/2011,SN_OBF55000
Callitriche brutia,pH,7.8,1,19/09/2011,NW_612704
Callitriche brutia,TP,0.07256,2,10/09/2012,TH_TH_2499
Callitriche brutia,TP,0.041,2,04/09/2012,SN_OBF40670
Callitriche brutia,TP,0.13,1,04/10/2011,SN_OBF36200
Callitriche brutia,TP,0.09,3,19/08/2010,TH_TH_2058
Callitriche brutia,pH,7.5,4,12/09/2012,NI_48362328
Callitriche brutia,pH,8.15,3,19/08/2010,TH_TH_2058
Callitriche brutia,TN,3.3,2,31/08/2010,SN_OBF37000
Callitriche brutia,TN,2.5,5,22/08/2010,TH_TH_2463
Callitriche brutia,TN,5.7,5,22/08/2010,TH_TH_2463
Callitriche brutia,TP,0.13,3,26/07/2010,SN_OBF30700
Callitriche brutia,HCO3,53,3,07/08/2012,SN_OBF30625
Callitriche brutia,pH,7.26,3,10/09/2012,TH_TH_2490
Callitriche brutia,HCO3,49,3,07/08/2011,SN_OBF49994
Callitriche brutia,HCO3,38,3,07/08/2011,SN_OBF49994
Callitriche brutia,TP,0.097,2,16/08/2011,SN_OBF22711
Callitriche brutia,pH,7.3,1,23/08/2011,SN_OBF41201
Callitriche brutia,pH,7.2,1,23/08/2011,SN_OBF41201
Callitriche brutia,TP,0.21,4,26/09/2012,SN_OBF16050
Callitriche brutia,TN,7,3,26/07/2010,SN_OBF30700
Callitriche brutia,TP,0.076,4,05/09/2012,SN_OBF20401
Callitriche brutia,pH,7.4,1,18/08/2009,BY_7916
Callitriche brutia,pH,7.76,2,27/08/2012,NI_48942270
Callitriche brutia,pH,8,2,19/08/2010,TH_TH_2077
Callitriche brutia,pH,8.13,3,19/08/2010,TH_TH_2058
Callitriche brutia,pH,7.2,3,27/07/2011,SN_OBF30800
Callitriche brutia,pH,7.1,2,20/07/2011,SN_OBF02831
Callitriche brutia,HCO3,60,3,27/07/2011,SN_OBF30800
Callitriche brutia,pH,7.7,2,27/08/2012,NI_48942270
Callitriche brutia,HCO3,35,2,04/09/2012,SN_OBF40670
Callitriche brutia,HCO3,100,1,16/10/2011,SN_OBF46100
Callitriche brutia,pH,7.5,3,16/08/2011,SN_OBF23500
Callitriche brutia,TN,3.6,2,04/09/2012,SN_OBF40670
Callitriche brutia,TP,0.17,1,01/09/2010,SN_OBF37600
Callitriche brutia,pH,7.6,1,01/09/2010,SN_OBF37600
Callitriche brutia,TN,2.2,2,27/08/2012,NI_48942270
Callitriche brutia,HCO3,230,1,09/10/2012,SN_OBF13500
Callitriche brutia,HCO3,250,1,09/10/2012,SN_OBF13500
Callitriche brutia,TP,0.073,3,27/07/2011,SN_OBF30800
Callitriche brutia,pH,7.3,2,09/07/2012,NW_320055
Callitriche brutia,pH,7.8,1,18/08/2009,BY_7916
Callitriche brutia,TP,0.11,2,27/08/2012,NI_48942270
Callitriche brutia,pH,8,2,27/08/2012,NI_48942270
Callitriche brutia,HCO3,57,4,15/08/2012,SN_OBF28750
Callitriche brutia,pH,7.3,3,27/08/2012,SN_OBF28350
Callitriche brutia,TN,8.7,4,26/09/2012,SN_OBF16050
Callitriche brutia,TP,0.23,4,05/09/2010,TH_TH_2384
Callitriche brutia,TP,0.2,4,21/08/2012,SN_OBF21410
Callitriche brutia,pH,7.1,3,27/07/2011,SN_OBF30800
Callitriche brutia,TN,5.3,2,01/08/2012,NW_801914
Callitriche brutia,pH,7.4,1,18/08/2009,BY_7916
Callitriche brutia,pH,7.36,5,22/08/2010,TH_TH_2463
Callitriche brutia,TN,13,2,27/09/2012,SN_OBF15800
Callitriche brutia,TN,3.9,2,20/07/2011,SN_OBF02831
Callitriche brutia,TN,3.3,2,20/07/2011,SN_OBF02831
Callitriche brutia,pH,7.3,4,26/09/2012,SN_OBF16050
Callitriche brutia,TN,1.2,3,12/09/2012,NI_48922070
Callitriche brutia,pH,7.22,3,10/09/2012,TH_TH_2490
Callitriche brutia,TP,0.082,2,23/09/2012,SN_OBF24380
Callitriche brutia,pH,7,2,23/09/2012,SN_OBF24380
Callitriche brutia,TP,0.2,2,16/08/2011,SN_OBF22711
Callitriche brutia,TN,2.4,2,27/08/2012,NI_48942270
Callitriche brutia,TN,2.1,3,10/09/2012,TH_TH_2490
Callitriche brutia,TN,1.4,3,10/09/2012,TH_TH_2490
Callitriche brutia,TN,1.5,3,10/09/2012,TH_TH_2490
Callitriche brutia,HCO3,200,2,07/08/2012,SN_OBF29450
Callitriche brutia,HCO3,31.7,3,19/08/2010,TH_TH_2058
Callitriche brutia,TN,5.4,2,06/09/2010,SN_OBF36911
Callitriche brutia,TP,0.11,3,26/07/2010,SN_OBF30700
Callitriche brutia,TN,0.5,3,12/09/2012,NI_48922070
Callitriche brutia,HCO3,27,2,04/09/2012,SN_OBF40670
Callitriche brutia,pH,7.6,5,22/08/2010,TH_TH_2463
Callitriche brutia,HCO3,40,2,23/08/2011,SN_OBF21610
Callitriche brutia,pH,7.4,2,04/09/2012,SN_OBF40670
Callitriche brutia,pH,7,3,26/06/2011,NW_318474
Callitriche brutia,TP,0.095,2,27/08/2012,NI_48942270
Callitriche brutia,TP,0.04,1,19/09/2011,NW_612704
Callitriche brutia,TP,0.051,2,04/09/2012,SN_OBF40670
Callitriche brutia,HCO3,19,4,03/09/2012,SN_OBF40610
Callitriche brutia,TN,8.7,5,28/08/2012,SN_OBF26351
Callitriche brutia,TN,4,3,20/10/2011,SN_OBF39600
Callitriche brutia,TN,8.7,2,06/09/2010,SN_OBF36911
Callitriche brutia,pH,7.6,2,27/08/2012,NI_48942270
