Code,Species,Depth,Width,Velocity,Alkalinity,NO3,TP,Substrate
FL1168,Callitriche platycarpa,NA,NA,NA,NA,8.65,NA,sand
DE1171,Callitriche stagnalis,NA,2,NA,1.6,NA,NA,sand
PL1002,Equisetum fluviatile,0.7,8,0.66,NA,NA,NA,sand
GB1688,Callitriche obtusangula,NA,NA,NA,NA,1.9,NA,sand
IT1034,Lemna minor,0.4,8,NA,NA,7.5,NA,sand
PL1052,Lemna trisulca,0.4,4,NA,5.2,0.226,680,sand
PL1052,Berula erecta,0.4,4,NA,5.2,0.226,680,sand
GB1700,Callitriche hamulata,0.16125,6.8,NA,NA,1.617222,NA,sand
FL1030,Elodea canadensis,0.8,5.5,0.2,NA,NA,NA,sand
IT1036,Sparganium emersum,0.4,5,NA,NA,4.12,NA,sand
PL1001,Lemna minor,0.3,4,0.3,NA,2.83328,NA,sand
DE1171,Sparganium emersum,NA,2,NA,1.6,NA,NA,sand
FL1030,Myosotis scorpioides,0.8,5.5,0.2,NA,NA,NA,sand
FL1183,Hydrocharis morsus-ranae,0.5,3,NA,NA,1.03,NA,sand
FL1106,Sparganium emersum,NA,NA,NA,NA,NA,NA,sand
DE1178,Elodea canadensis,NA,2,NA,1.6,NA,NA,sand
DE1178,Glyceria fluitans,NA,2,NA,1.6,NA,NA,sand
IT1034,Callitriche stagnalis,0.4,8,NA,NA,7.5,NA,sand
IT1037,Fontinalis antipyretica,0.5,5,NA,NA,1.2,NA,sand
IT1037,Lemna minor,0.5,5,NA,NA,1.2,NA,sand
IT1034,Rhynchostegium riparioides,0.4,8,NA,NA,7.5,NA,sand
FL1048,Lemna minor,0.5,3.5,0.2,NA,NA,NA,sand
FL1168,Lemna minor,NA,NA,NA,NA,8.65,NA,sand
FL1048,Ranunculus aquatilis,0.5,3.5,0.2,NA,NA,NA,sand
GB1686,Fissidens crassipes,0.231428571,2.1,NA,NA,1.71381,NA,sand
GB1686,Potamogeton natans,0.231428571,2.1,NA,NA,1.71381,NA,sand
GB1687,Callitriche stagnalis,0.2825,2.5,NA,NA,1.646429,NA,sand
GB1700,Fissidens crassipes,0.16125,6.8,NA,NA,1.617222,NA,sand
PL1051,Lemna minor,0.3,3,NA,7.4,0.226,810,sand
IT1036,Nasturtium officinale,0.4,5,NA,NA,4.12,NA,sand
PL1051,Berula erecta,0.3,3,NA,7.4,0.226,810,sand
GB1700,Oenanthe crocata,0.16125,6.8,NA,NA,1.617222,NA,sand
FL1048,Myosotis scorpioides,0.5,3.5,0.2,NA,NA,NA,sand
FL1048,Callitriche hamulata,0.5,3.5,0.2,NA,NA,NA,sand
PL1003,Veronica beccabunga,NA,3,0.15,NA,0.48697,NA,sand
FL1048,Sparganium emersum,0.5,3.5,0.2,NA,NA,NA,sand
GB1686,Sparganium emersum,0.231428571,2.1,NA,NA,1.71381,NA,sand
GB1686,Ranunculus peltatus,0.231428571,2.1,NA,NA,1.71381,NA,sand
GB1686,Myriophyllum alterniflorum,0.231428571,2.1,NA,NA,1.71381,NA,sand
FL1166,Potamogeton crispus,NA,NA,NA,NA,1.1,NA,sand
IT1007,Myriophyllum spicatum,0.8,8,NA,NA,7.71,NA,sand
FL1089,Sparganium emersum,NA,NA,NA,NA,6.37,NA,sand
FL1168,Sparganium emersum,NA,NA,NA,NA,8.65,NA,sand
DK1006,Elodea canadensis,0.25,2.06,0.04,NA,5.914,99.4,sand
DE1171,Glyceria fluitans,NA,2,NA,1.6,NA,NA,sand
GB1688,Amblystegium riparium,NA,NA,NA,NA,1.9,NA,sand
GB1689,Lemna minor,NA,NA,NA,NA,1.9,NA,sand
GB1689,Pellia epiphylla,NA,NA,NA,NA,1.9,NA,sand
GB1687,Nuphar lutea,0.2825,2.5,NA,NA,1.646429,NA,sand
IT1007,Veronica beccabunga,0.8,8,NA,NA,7.71,NA,sand
PL1002,Potamogeton crispus,0.7,8,0.66,NA,NA,NA,sand
FL1106,Potamogeton natans,NA,NA,NA,NA,NA,NA,sand
IT1007,Elodea canadensis,0.8,8,NA,NA,7.71,NA,sand
DE1178,Potamogeton natans,NA,2,NA,1.6,NA,NA,sand
FL1109,Myriophyllum spicatum,NA,NA,NA,NA,4.97,NA,sand
GB1680,Ranunculus aquatilis,NA,NA,NA,NA,1.839333,NA,sand
GB1680,Sparganium emersum,NA,NA,NA,NA,1.839333,NA,sand
FL1109,Callitriche platycarpa,NA,NA,NA,NA,4.97,NA,sand
FL1109,Potamogeton natans,NA,NA,NA,NA,4.97,NA,sand
GB1689,Equisetum palustre,NA,NA,NA,NA,1.9,NA,sand
GB1689,Callitriche obtusangula,NA,NA,NA,NA,1.9,NA,sand
GB1689,Pellia endiviifolia,NA,NA,NA,NA,1.9,NA,sand
IT1007,Callitriche stagnalis,0.8,8,NA,NA,7.71,NA,sand
GB1688,Elodea nuttallii,NA,NA,NA,NA,1.9,NA,sand
PL1051,Glyceria fluitans,0.3,3,NA,7.4,0.226,810,sand
GB1688,Sparganium emersum,NA,NA,NA,NA,1.9,NA,sand
PL1003,Lemna gibba,NA,3,0.15,NA,0.48697,NA,sand
NL1031,Callitriche platycarpa,0.5,2,NA,NA,NA,NA,sand
IT1003,Equisetum palustre,0.7,5,NA,NA,7.71,NA,sand
FL1109,Callitriche hamulata,NA,NA,NA,NA,4.97,NA,sand
FL1109,Elodea nuttallii,NA,NA,NA,NA,4.97,NA,sand
GB1689,Sparganium emersum,NA,NA,NA,NA,1.9,NA,sand
GB1690,Ranunculus aquatilis,NA,NA,NA,NA,NA,NA,sand
FL4084,Callitriche hamulata,NA,NA,NA,NA,2.67,NA,sand
FL1166,Callitriche platycarpa,NA,NA,NA,NA,1.1,NA,sand
FL1168,Callitriche hamulata,NA,NA,NA,NA,8.65,NA,sand
GB1688,Callitriche hamulata,NA,NA,NA,NA,1.9,NA,sand
GB1688,Potamogeton natans,NA,NA,NA,NA,1.9,NA,sand
PL1048,Spirodela polyrhiza,0.7,2.5,NA,3,0.452,660,sand
PL1049,Lemna minor,0.2,4.5,NA,4,0.226,540,sand
NL1034,Berula erecta,0.5,5,NA,NA,3,NA,sand
NL1034,Potamogeton alpinus,0.5,5,NA,NA,3,NA,sand
NL1034,Lemna gibba,0.5,5,NA,NA,3,NA,sand
IT1034,Apium nodiflorum,0.4,8,NA,NA,7.5,NA,sand
GB1689,Potamogeton natans,NA,NA,NA,NA,1.9,NA,sand
GB1689,Fontinalis antipyretica,NA,NA,NA,NA,1.9,NA,sand
FL1106,Callitriche hamulata,NA,NA,NA,NA,NA,NA,sand
FL1106,Callitriche obtusangula,NA,NA,NA,NA,NA,NA,sand
PL1001,Veronica anagallis-aquatica,0.3,4,0.3,NA,2.83328,NA,sand
PL1001,Berula erecta,0.3,4,0.3,NA,2.83328,NA,sand
PL1001,Lemna trisulca,0.3,4,0.3,NA,2.83328,NA,sand
DE1018,Veronica anagallis-aquatica,NA,5,0.5,NA,4.17,190,sand
DE1018,Potamogeton crispus,NA,5,0.5,NA,4.17,190,sand
GB1699,Apium nodiflorum,0.13,5.8,NA,NA,0.7152778,NA,sand
PL1001,Equisetum fluviatile,0.3,4,0.3,NA,2.83328,NA,sand
GB1700,Myosotis scorpioides,0.16125,6.8,NA,NA,1.617222,NA,sand
GB1700,Elodea nuttallii,0.16125,6.8,NA,NA,1.617222,NA,sand
IT1026,Myosotis scorpioides,0.6,5,NA,NA,5.2,NA,sand
IT1027,Ranunculus trichophyllus,0.6,5.5,NA,NA,4.86,NA,sand
IT1027,Myriophyllum alterniflorum,0.6,5.5,NA,NA,4.86,NA,sand
NL1031,Myosotis scorpioides,0.5,2,NA,NA,NA,NA,sand
FL1003,Sparganium emersum,0.5,5.5,0.2,NA,NA,NA,sand
GB1700,Rhynchostegium riparioides,0.16125,6.8,NA,NA,1.617222,NA,sand
GB1700,Fontinalis antipyretica,0.16125,6.8,NA,NA,1.617222,NA,sand
NL1031,Callitriche hamulata,0.5,2,NA,NA,NA,NA,sand
GB1688,Pellia epiphylla,NA,NA,NA,NA,1.9,NA,sand
FL1168,Potamogeton panormitanus,NA,NA,NA,NA,8.65,NA,sand
FL1168,Callitriche stagnalis,NA,NA,NA,NA,8.65,NA,sand
PL1048,Lemna trisulca,0.7,2.5,NA,3,0.452,660,sand
PL1048,Sparganium emersum,0.7,2.5,NA,3,0.452,660,sand
GB1686,Callitriche hamulata,0.231428571,2.1,NA,NA,1.71381,NA,sand
DE1177,Lemna minor,NA,4,NA,3,NA,NA,sand
IT1009,Elodea canadensis,0.8,8,NA,NA,7.71,NA,sand
IT1009,Potamogeton nodosus,0.8,8,NA,NA,7.71,NA,sand
IT1009,Callitriche hamulata,0.8,8,NA,NA,7.71,NA,sand
IT1009,Amblystegium riparium,0.8,8,NA,NA,7.71,NA,sand
IT1007,Callitriche hamulata,0.8,8,NA,NA,7.71,NA,sand
IT1002,Berula erecta,0.7,5,NA,NA,7.71,NA,sand
IT1002,Apium nodiflorum,0.7,5,NA,NA,7.71,NA,sand
IT1002,Nasturtium officinale,0.7,5,NA,NA,7.71,NA,sand
GB1688,Ranunculus penicillatus,NA,NA,NA,NA,1.9,NA,sand
GB1688,Lemna minor,NA,NA,NA,NA,1.9,NA,sand
PL1052,Nuphar lutea,0.4,4,NA,5.2,0.226,680,sand
NL1031,Lemna gibba,0.5,2,NA,NA,NA,NA,sand
NL1031,Equisetum fluviatile,0.5,2,NA,NA,NA,NA,sand
IT1032,Berula erecta,0.5,3,NA,NA,4.99,NA,sand
NL1031,Equisetum palustre,0.5,2,NA,NA,NA,NA,sand
GB1688,Apium nodiflorum,NA,NA,NA,NA,1.9,NA,sand
GB1688,Equisetum palustre,NA,NA,NA,NA,1.9,NA,sand
DE1177,Sparganium emersum,NA,4,NA,3,NA,NA,sand
PL1014,Rhynchostegium riparioides,0.3,3,NA,NA,0.055,370,sand
IT1034,Myosotis scorpioides,0.4,8,NA,NA,7.5,NA,sand
PL1014,Equisetum fluviatile,0.3,3,NA,NA,0.055,370,sand
PL1014,Veronica beccabunga,0.3,3,NA,NA,0.055,370,sand
PL1015,Lemna minor,0.3,3,NA,NA,0.055,370,sand
PL1015,Myosotis scorpioides,0.3,3,NA,NA,0.055,370,sand
PL1015,Veronica anagallis-aquatica,0.3,3,NA,NA,0.055,370,sand
PL1015,Equisetum fluviatile,0.3,3,NA,NA,0.055,370,sand
PL1015,Berula erecta,0.3,3,NA,NA,0.055,370,sand
PL1015,Veronica beccabunga,0.3,3,NA,NA,0.055,370,sand
PL1024,Glyceria fluitans,NA,NA,NA,NA,0.00678,NA,sand
PL1024,Ranunculus trichophyllus,NA,NA,NA,NA,0.00678,NA,sand
PL1024,Veronica anagallis-aquatica,NA,NA,NA,NA,0.00678,NA,sand
PL1024,Polygonum amphibium,NA,NA,NA,NA,0.00678,NA,sand
PL1024,Equisetum palustre,NA,NA,NA,NA,0.00678,NA,sand
PL1024,Sparganium emersum,NA,NA,NA,NA,0.00678,NA,sand
PL1024,Lemna trisulca,NA,NA,NA,NA,0.00678,NA,sand
PL1024,Myosotis scorpioides,NA,NA,NA,NA,0.00678,NA,sand
PL1024,Potamogeton alpinus,NA,NA,NA,NA,0.00678,NA,sand
PL1025,Veronica beccabunga,NA,NA,NA,NA,0.0226,NA,sand
PL1025,Lemna minor,NA,NA,NA,NA,0.0226,NA,sand
PL1025,Brachythecium rivulare,NA,NA,NA,NA,0.0226,NA,sand
FL1001,Glyceria fluitans,0.5,5.5,0.2,NA,NA,NA,sand
FL1001,Myosotis scorpioides,0.5,5.5,0.2,NA,NA,NA,sand
FL1002,Myosotis scorpioides,0.5,5.5,0.2,NA,NA,NA,sand
FL1002,Nasturtium officinale,0.5,5.5,0.2,NA,NA,NA,sand
FL1003,Ceratophyllum demersum,0.5,5.5,0.2,NA,NA,NA,sand
FL1003,Elodea canadensis,0.5,5.5,0.2,NA,NA,NA,sand
IT1007,Myosotis scorpioides,0.8,8,NA,NA,7.71,NA,sand
NL1031,Sparganium emersum,0.5,2,NA,NA,NA,NA,sand
IT1032,Callitriche stagnalis,0.5,3,NA,NA,4.99,NA,sand
IT1039,Fontinalis antipyretica,0.3,2,NA,NA,1.32,NA,sand
WL1005,Amblystegium riparium,0.3,4.6,1.6,11.832,9.894345,NA,sand
PL1048,Myosotis scorpioides,0.7,2.5,NA,3,0.452,660,sand
PL1014,Pellia endiviifolia,0.3,3,NA,NA,0.055,370,sand
NL1034,Ranunculus peltatus,0.5,5,NA,NA,3,NA,sand
NL1034,Callitriche hamulata,0.5,5,NA,NA,3,NA,sand
NL1034,Glyceria fluitans,0.5,5,NA,NA,3,NA,sand
NL1034,Potamogeton natans,0.5,5,NA,NA,3,NA,sand
DE1002,Elodea canadensis,NA,2.5,0.05,NA,0.535,85,sand
DE1002,Myosotis scorpioides,NA,2.5,0.05,NA,0.535,85,sand
DE1002,Berula erecta,NA,2.5,0.05,NA,0.535,85,sand
DE1008,Lemna minor,NA,4,0.05,NA,1.15,80,sand
PL1001,Glyceria fluitans,0.3,4,0.3,NA,2.83328,NA,sand
PL1001,Sparganium emersum,0.3,4,0.3,NA,2.83328,NA,sand
IT1001,Apium nodiflorum,0.7,5,NA,NA,7.71,NA,sand
IT1001,Veronica anagallis-aquatica,0.7,5,NA,NA,7.71,NA,sand
DE1018,Ranunculus penicillatus,NA,5,0.5,NA,4.17,190,sand
DE1018,Potamogeton perfoliatus,NA,5,0.5,NA,4.17,190,sand
GB1699,Sparganium emersum,0.13,5.8,NA,NA,0.7152778,NA,sand
GB1699,Callitriche hamulata,0.13,5.8,NA,NA,0.7152778,NA,sand
PL1033,Amblystegium tenax,NA,NA,NA,NA,0.2712,NA,sand
DE1019,Stuckenia pectinata,NA,4,0.2,NA,4.35,185,sand
DE1019,Potamogeton perfoliatus,NA,4,0.2,NA,4.35,185,sand
FL1030,Potamogeton perfoliatus,0.8,5.5,0.2,NA,NA,NA,sand
PL1033,Thamnobryum alopecurum,NA,NA,NA,NA,0.2712,NA,sand
PL1035,Lemna minor,NA,NA,NA,NA,0.00452,NA,sand
PL1035,Myosotis scorpioides,NA,NA,NA,NA,0.00452,NA,sand
PL1035,Equisetum fluviatile,NA,NA,NA,NA,0.00452,NA,sand
PL1035,Veronica anagallis-aquatica,NA,NA,NA,NA,0.00452,NA,sand
IT1027,Potamogeton crispus,0.6,5.5,NA,NA,4.86,NA,sand
GB1700,Ranunculus penicillatus,0.16125,6.8,NA,NA,1.617222,NA,sand
FL1003,Myosotis scorpioides,0.5,5.5,0.2,NA,NA,NA,sand
FL1003,Callitriche obtusangula,0.5,5.5,0.2,NA,NA,NA,sand
IT1003,Lemna minor,0.7,5,NA,NA,7.71,NA,sand
PL1004,Elodea canadensis,NA,3,0.22,NA,2.78901,NA,sand
IT1039,Rhynchostegium riparioides,0.3,2,NA,NA,1.32,NA,sand
IT1034,Veronica beccabunga,0.4,8,NA,NA,7.5,NA,sand
PL1014,Lemna minor,0.3,3,NA,NA,0.055,370,sand
NL1034,Myriophyllum alterniflorum,0.5,5,NA,NA,3,NA,sand
GB1686,Glyceria fluitans,0.231428571,2.1,NA,NA,1.71381,NA,sand
GB1686,Fontinalis antipyretica,0.231428571,2.1,NA,NA,1.71381,NA,sand
FL1045,Callitriche obtusangula,0.75,4,0.2,NA,NA,NA,sand
FL1045,Myosotis scorpioides,0.75,4,0.2,NA,NA,NA,sand
FL1045,Berula erecta,0.75,4,0.2,NA,NA,NA,sand
FL1045,Sparganium emersum,0.75,4,0.2,NA,NA,NA,sand
FL1045,Stuckenia pectinata,0.75,4,0.2,NA,NA,NA,sand
FL1045,Lemna minor,0.75,4,0.2,NA,NA,NA,sand
FL1047,Myosotis scorpioides,0.5,3.5,0.2,NA,NA,NA,sand
FL1047,Sagittaria sagittifolia,0.5,3.5,0.2,NA,NA,NA,sand
FL1048,Callitriche obtusangula,0.5,3.5,0.2,NA,NA,NA,sand
GB1677,Sagittaria sagittifolia,0.387777778,15,NA,NA,0.686,NA,sand
GB1677,Rhynchostegium riparioides,0.387777778,15,NA,NA,0.686,NA,sand
GB1677,Ranunculus penicillatus,0.387777778,15,NA,NA,0.686,NA,sand
GB1677,Veronica beccabunga,0.387777778,15,NA,NA,0.686,NA,sand
GB1677,Sparganium emersum,0.387777778,15,NA,NA,0.686,NA,sand
GB1677,Callitriche obtusangula,0.387777778,15,NA,NA,0.686,NA,sand
GB1677,Chiloscyphus polyanthos,0.387777778,15,NA,NA,0.686,NA,sand
GB1677,Apium nodiflorum,0.387777778,15,NA,NA,0.686,NA,sand
GB1677,Callitriche stagnalis,0.387777778,15,NA,NA,0.686,NA,sand
ES1124,Nasturtium officinale,0.25,4,0.17547585,1.6593,2.738333,25.833333,sand
ES1124,Apium nodiflorum,0.25,4,0.17547585,1.6593,2.738333,25.833333,sand
GB1688,Fontinalis antipyretica,NA,NA,NA,NA,1.9,NA,sand
IT1010,Myriophyllum spicatum,0.8,8,NA,NA,7.71,NA,sand
ES1179,Apium nodiflorum,0.4,11.5,0.4987235,1.646576,5.6344,51.72,sand
ES1180,Apium nodiflorum,0.4,11.5,0.4987235,1.646576,5.6344,51.72,sand
IT1039,Amblystegium riparium,0.3,2,NA,NA,1.32,NA,sand
IT1039,Callitriche hamulata,0.3,2,NA,NA,1.32,NA,sand
DE1176,Glyceria fluitans,NA,2,NA,2.2,NA,NA,sand
GB1679,Potamogeton natans,NA,NA,NA,NA,1.7255,NA,sand
GB1679,Lemna minor,NA,NA,NA,NA,1.7255,NA,sand
GB1679,Oenanthe crocata,NA,NA,NA,NA,1.7255,NA,sand
GB1679,Elodea nuttallii,NA,NA,NA,NA,1.7255,NA,sand
GB1679,Sparganium emersum,NA,NA,NA,NA,1.7255,NA,sand
GB1679,Nuphar lutea,NA,NA,NA,NA,1.7255,NA,sand
GB1679,Apium nodiflorum,NA,NA,NA,NA,1.7255,NA,sand
GB1679,Callitriche stagnalis,NA,NA,NA,NA,1.7255,NA,sand
GB1679,Callitriche obtusangula,NA,NA,NA,NA,1.7255,NA,sand
GB1679,Callitriche hamulata,NA,NA,NA,NA,1.7255,NA,sand
GB1680,Lemna minor,NA,NA,NA,NA,1.839333,NA,sand
GB1680,Nasturtium officinale,NA,NA,NA,NA,1.839333,NA,sand
GB1680,Callitriche hamulata,NA,NA,NA,NA,1.839333,NA,sand
GB1680,Ranunculus peltatus,NA,NA,NA,NA,1.839333,NA,sand
DE1048,Berula erecta,NA,NA,NA,NA,6.68,165,sand
DE1050,Veronica beccabunga,0.5,NA,0.2,NA,6.08,205,sand
DE1051,Callitriche stagnalis,0.5,NA,NA,NA,6.75,268,sand
DE1051,Myosotis scorpioides,0.5,NA,NA,NA,6.75,268,sand
FL1114,Glyceria fluitans,NA,NA,NA,NA,0.86,NA,sand
FL1114,Apium nodiflorum,NA,NA,NA,NA,0.86,NA,sand
FL1123,Callitriche hamulata,NA,NA,NA,NA,1.45,NA,sand
FL1123,Callitriche obtusangula,NA,NA,NA,NA,1.45,NA,sand
FL1123,Callitriche stagnalis,NA,NA,NA,NA,1.45,NA,sand
FL1123,Potamogeton natans,NA,NA,NA,NA,1.45,NA,sand
FL1124,Elodea nuttallii,NA,NA,NA,NA,1.45,NA,sand
FL1124,Callitriche hamulata,NA,NA,NA,NA,1.45,NA,sand
FL1124,Potamogeton natans,NA,NA,NA,NA,1.45,NA,sand
FL1166,Potamogeton natans,NA,NA,NA,NA,1.1,NA,sand
GB1679,Ranunculus peltatus,NA,NA,NA,NA,1.7255,NA,sand
GB1679,Fontinalis antipyretica,NA,NA,NA,NA,1.7255,NA,sand
GB1679,Myosotis scorpioides,NA,NA,NA,NA,1.7255,NA,sand
PL1048,Berula erecta,0.7,2.5,NA,3,0.452,660,sand
GB1682,Callitriche stagnalis,NA,NA,NA,NA,1.7255,NA,sand
GB1682,Pellia endiviifolia,NA,NA,NA,NA,1.7255,NA,sand
GB1682,Oenanthe crocata,NA,NA,NA,NA,1.7255,NA,sand
GB1682,Callitriche obtusangula,NA,NA,NA,NA,1.7255,NA,sand
GB1682,Sparganium emersum,NA,NA,NA,NA,1.7255,NA,sand
PL1049,Veronica anagallis-aquatica,0.2,4.5,NA,4,0.226,540,sand
PL1049,Myosotis scorpioides,0.2,4.5,NA,4,0.226,540,sand
DE1171,Potamogeton crispus,NA,2,NA,1.6,NA,NA,sand
PL1049,Nuphar lutea,0.2,4.5,NA,4,0.226,540,sand
PL1049,Sparganium emersum,0.2,4.5,NA,4,0.226,540,sand
FL1183,Sparganium emersum,0.5,3,NA,NA,1.03,NA,sand
PL1001,Veronica beccabunga,0.3,4,0.3,NA,2.83328,NA,sand
PL1001,Myosotis scorpioides,0.3,4,0.3,NA,2.83328,NA,sand
DE1018,Stuckenia pectinata,NA,5,0.5,NA,4.17,190,sand
DE1018,Elodea canadensis,NA,5,0.5,NA,4.17,190,sand
FL1030,Elodea nuttallii,0.8,5.5,0.2,NA,NA,NA,sand
GB1684,Scapania undulata,0.1,0.5,NA,NA,0.712766,NA,sand
GB1684,Rhynchostegium riparioides,0.1,0.5,NA,NA,0.712766,NA,sand
GB1684,Oenanthe crocata,0.1,0.5,NA,NA,0.712766,NA,sand
GB1684,Callitriche stagnalis,0.1,0.5,NA,NA,0.712766,NA,sand
GB1684,Amblystegium fluviatile,0.1,0.5,NA,NA,0.712766,NA,sand
DE1173,Callitriche platycarpa,NA,4,NA,3.6,NA,NA,sand
DE1173,Stuckenia pectinata,NA,4,NA,3.6,NA,NA,sand
DE1173,Callitriche hamulata,NA,4,NA,3.6,NA,NA,sand
DE1173,Amblystegium riparium,NA,4,NA,3.6,NA,NA,sand
DE1174,Callitriche stagnalis,NA,3,NA,3.8,NA,NA,sand
DE1174,Glyceria fluitans,NA,3,NA,3.8,NA,NA,sand
DE1174,Potamogeton crispus,NA,3,NA,3.8,NA,NA,sand
GB1700,Nuphar lutea,0.16125,6.8,NA,NA,1.617222,NA,sand
PL1052,Equisetum fluviatile,0.4,4,NA,5.2,0.226,680,sand
PL1004,Berula erecta,NA,3,0.22,NA,2.78901,NA,sand
PL1004,Sparganium emersum,NA,3,0.22,NA,2.78901,NA,sand
FL1166,Sparganium emersum,NA,NA,NA,NA,1.1,NA,sand
FL1166,Myosotis scorpioides,NA,NA,NA,NA,1.1,NA,sand
FL1166,Callitriche hamulata,NA,NA,NA,NA,1.1,NA,sand
DE1176,Callitriche hamulata,NA,2,NA,2.2,NA,NA,sand
GB1686,Ranunculus penicillatus,0.231428571,2.1,NA,NA,1.71381,NA,sand
DE1176,Elodea canadensis,NA,2,NA,2.2,NA,NA,sand
IT1006,Potamogeton panormitanus,0.8,8,NA,NA,7.71,NA,sand
DK1018,Lemna minor,0.17,2.05,0.1199,NA,0.5916667,59.666666,sand
DK1018,Berula erecta,0.17,2.05,0.1199,NA,0.5916667,59.666666,sand
DK1018,Veronica beccabunga,0.17,2.05,0.1199,NA,0.5916667,59.666666,sand
IT1007,Glyceria fluitans,0.8,8,NA,NA,7.71,NA,sand
ST4083,Berula erecta,0.400000006,6,NA,NA,4.211,58.5,sand
ST4083,Veronica beccabunga,0.400000006,6,NA,NA,4.211,58.5,sand
ST4083,Elodea canadensis,0.400000006,6,NA,NA,4.211,58.5,sand
ST4083,Sparganium emersum,0.400000006,6,NA,NA,4.211,58.5,sand
DE1178,Spirodela polyrhiza,NA,2,NA,1.6,NA,NA,sand
DE1178,Sparganium emersum,NA,2,NA,1.6,NA,NA,sand
DE1178,Callitriche hamulata,NA,2,NA,1.6,NA,NA,sand
DE1179,Sparganium emersum,NA,3,NA,1.8,NA,NA,sand
DE1179,Myosotis scorpioides,NA,3,NA,1.8,NA,NA,sand
DE1179,Glyceria fluitans,NA,3,NA,1.8,NA,NA,sand
DE1179,Nasturtium officinale,NA,3,NA,1.8,NA,NA,sand
DE1179,Lemna minor,NA,3,NA,1.8,NA,NA,sand
IT1007,Fontinalis antipyretica,0.8,8,NA,NA,7.71,NA,sand
DE1179,Spirodela polyrhiza,NA,3,NA,1.8,NA,NA,sand
DE1181,Callitriche hamulata,NA,3,NA,3.8,9.629338,NA,sand
GB1688,Oenanthe crocata,NA,NA,NA,NA,1.9,NA,sand
GB1688,Pellia endiviifolia,NA,NA,NA,NA,1.9,NA,sand
GB1688,Chiloscyphus polyanthos,NA,NA,NA,NA,1.9,NA,sand
GB1688,Nuphar lutea,NA,NA,NA,NA,1.9,NA,sand
DE1183,Callitriche hamulata,NA,3,NA,3,NA,NA,sand
DE1184,Potamogeton natans,NA,3,NA,6,NA,NA,sand
DE1184,Potamogeton crispus,NA,3,NA,6,NA,NA,sand
DE1184,Polygonum amphibium,NA,3,NA,6,NA,NA,sand
DE1184,Stuckenia pectinata,NA,3,NA,6,NA,NA,sand
DE1352,Nasturtium officinale,NA,NA,NA,NA,3.8,NA,sand
DE1352,Berula erecta,NA,NA,NA,NA,3.8,NA,sand
DE1352,Veronica beccabunga,NA,NA,NA,NA,3.8,NA,sand
GB1689,Rhynchostegium riparioides,NA,NA,NA,NA,1.9,NA,sand
IT1008,Berula erecta,0.8,8,NA,NA,7.71,NA,sand
IT1008,Sagittaria sagittifolia,0.8,8,NA,NA,7.71,NA,sand
GB1689,Amblystegium riparium,NA,NA,NA,NA,1.9,NA,sand
GB1689,Oenanthe crocata,NA,NA,NA,NA,1.9,NA,sand
GB1689,Apium nodiflorum,NA,NA,NA,NA,1.9,NA,sand
GB1689,Callitriche hamulata,NA,NA,NA,NA,1.9,NA,sand
GB1689,Elodea nuttallii,NA,NA,NA,NA,1.9,NA,sand
GB1689,Nuphar lutea,NA,NA,NA,NA,1.9,NA,sand
GB1689,Chiloscyphus polyanthos,NA,NA,NA,NA,1.9,NA,sand
GB1690,Pellia epiphylla,NA,NA,NA,NA,NA,NA,sand
GB1690,Callitriche hamulata,NA,NA,NA,NA,NA,NA,sand
GB1690,Apium nodiflorum,NA,NA,NA,NA,NA,NA,sand
IT1008,Myosotis scorpioides,0.8,8,NA,NA,7.71,NA,sand
IT1008,Myriophyllum spicatum,0.8,8,NA,NA,7.71,NA,sand
GB1690,Fontinalis antipyretica,NA,NA,NA,NA,NA,NA,sand
GB1691,Apium nodiflorum,NA,NA,NA,NA,NA,NA,sand
GB1691,Pellia epiphylla,NA,NA,NA,NA,NA,NA,sand
GB1691,Ranunculus aquatilis,NA,NA,NA,NA,NA,NA,sand
GB1691,Callitriche hamulata,NA,NA,NA,NA,NA,NA,sand
GB1691,Amblystegium fluviatile,NA,NA,NA,NA,NA,NA,sand
GB1691,Fontinalis antipyretica,NA,NA,NA,NA,NA,NA,sand
GB1692,Callitriche hamulata,NA,NA,NA,NA,NA,NA,sand
GB1692,Fontinalis antipyretica,NA,NA,NA,NA,NA,NA,sand
GB1692,Pellia epiphylla,NA,NA,NA,NA,NA,NA,sand
GB1693,Apium nodiflorum,0.1135,1.1,NA,NA,2.547059,NA,sand
GB1693,Pellia epiphylla,0.1135,1.1,NA,NA,2.547059,NA,sand
GB1696,Veronica anagallis-aquatica,NA,NA,NA,NA,0.5029412,NA,sand
GB1696,Apium nodiflorum,NA,NA,NA,NA,0.5029412,NA,sand
GB1696,Rhynchostegium riparioides,NA,NA,NA,NA,0.5029412,NA,sand
GB1696,Chiloscyphus polyanthos,NA,NA,NA,NA,0.5029412,NA,sand
GB1696,Pellia epiphylla,NA,NA,NA,NA,0.5029412,NA,sand
GB1697,Apium nodiflorum,0.154,0.9,NA,NA,2.009167,NA,sand
GB1697,Chiloscyphus polyanthos,0.154,0.9,NA,NA,2.009167,NA,sand
GB1697,Pellia epiphylla,0.154,0.9,NA,NA,2.009167,NA,sand
GB1698,Pellia epiphylla,0.181,0.7,NA,NA,2.009167,NA,sand
GB1699,Ranunculus penicillatus,0.13,5.8,NA,NA,0.7152778,NA,sand
